Item#, Price , Net ,Description,Wt. (LB),CuFt,Page
5050-36, $ 209.00 ,,5PC PACK COUNTER HEIGHT SET,151.80,15.70,D-184
5052-118*, $ 429.00 ,,(2) DINING TABLE,292.60,28.80,D-4
5052A, $ 105.00 ,,ARM CHAIR,29.26,4.85,D-4
5052S, $ 99.00 ,,SIDE CHAIR,27.50,4.61,D-4
5052-50*, $ 729.00 ,,(2) BUFFET & HUTCH,322.30,64.70,D-4
5052-118*5, $ 825.00 ,,5PC SET (TABLE +  4 SIDE CHAIRS),402.60,47.24,D-4
5052-118*7," $ 1,035.00 ",,7PC SET (TABLE + 2 ARM + 4 SIDE CHAIRS),461.12,56.94,D-4
5055-82, $ 269.00 ,,DINING TABLE,143.00,19.10,D-13
5055A, $ 63.00 ,,ARM CHAIR,23.10,3.00,D-13
5055S, $ 56.00 ,,SIDE CHAIR,20.90,3.00,D-13
5055-50*, $ 569.00 ,,(2) BUFFET & HUTCH,349.80,62.90,D-13
5055-82*5, $ 493.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),226.60,31.10,D-13
5055-82*7, $ 619.00 ,,7PC SET (TABLE + 2 ARM + 4 SIDE CHAIRS),272.80,37.10,D-13
5056-78, $ 207.00 ,,DINING TABLE,123.20,11.50,D-87
5056A, $ 52.00 ,,ARM CHAIR,26.40,3.11,D-87
5056S, $ 47.00 ,,SIDE CHAIR,23.10,3.11,D-87
5056-40, $ 209.00 ,,SERVER,121.00,17.00,D-87
5056-78*5, $ 395.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),215.60,23.94,D-87
5056-78*7, $ 499.00 ,,7PC SET (TABLE + 2 ARM + 4 SIDE CHAIRS),268.40,30.16,D-87
5067, $ 229.00 ,,5PC PACK DINETTE SET,130.00,16.10,D-175
5070-64, $ 211.00 ,,"DINING TABLE, MARBLE TOP",170.50,10.80,D-133
5070S, $ 36.00 ,,SIDE CHAIR,17.00,3.06,D-133
5070-13, $ 59.00 ,,"49"" BENCH",33.00,4.43,D-133
5070-64*5, $ 355.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),238.50,23.04,D-133
5070-64*6, $ 414.00 ,,6PC SET (TABLE + 4 SIDE CHAIRS + 1 BENCH),271.50,27.47,D-133
50990-T, $ 139.00 ,,"65"" TV STAND",71.98,7.53,H-7
5099-15, $ 179.00 ,,WRITING DESK,84.57,9.33,H-8
5099-16, $ 135.00 ,,26”W BOOKCASE,69.74,9.01,H-7
5099-17, $ 199.00 ,,40”W BOOKCASE,95.09,10.30,H-7
5099-22, $ 195.00 ,,COUNTER HEIGHT WRITING DESK,111.36,10.72,H-8
5100-84*, $ 329.00 ,,"(2) DINING TABLE, ZINC TOP",330.00,19.80,D-94
5100-S3, $ 60.00 ,,SIDE CHAIR,17.73,3.20,D-94
5100-84*5S3, $ 569.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),400.92,32.60,D-94
5100-84*7S3, $ 689.00 ,,7PC SET (TABLE + 6 SIDE CHAIRS),436.38,39.00,D-94
5103, $ 209.00 ,,5PC PACK DINETTE SET,140.80,13.40,D-181
5104, $ 235.00 ,,5PC PACK DINETTE SET          ,123.20,15.10,D-176
5106BK, $ 69.00 ,,"3PC PACK COUNTER HEIGHT SET, FAUX MARBLE",59.40,4.86,D-169
5108-84, $ 269.00 ,,DINING TABLE,171.60,17.10,D-93
5108S, $ 57.00 ,,SIDE CHAIR,18.70,3.41,D-93
5108-40, $ 359.00 ,,SERVER,165.00,27.60,D-93
5108-84*5, $ 497.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),246.40,30.74,D-93
5123-96*, $ 367.00 ,,(2) DINING TABLE,195.80,18.90,D-35
5123A, $ 83.00 ,,ARM CHAIR,24.20,3.39,D-35
5123S, $ 73.00 ,,SIDE CHAIR,23.10,3.39,D-35
5123-50*, $ 619.00 ,,(2) BUFFET & HUTCH,233.20,45.70,D-35
5123-96*5, $ 659.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),288.20,32.46,D-35
5123-96*7, $ 825.00 ,,7PC SET (TABLE + 2 ARM + 4 SIDE CHAIRS),336.60,39.24,D-35
5145W-78, $ 257.00 ,,DINING TABLE,127.60,10.90,D-88
5145WS, $ 52.00 ,,SIDE CHAIR,37.40,2.55,D-88
5145W-40, $ 299.00 ,,SERVER,138.60,23.40,D-88
5145W-78*5, $ 465.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),277.20,21.10,D-88
5162WW-36, $ 99.00 ,,"COUNTER HEIGHT DROP LEAF TABLE, MINDY VENEER, 2X9"" DROP LEAF",68.20,7.64,D-118
5162WW-24, $ 39.00 ,,"COUNTER HEIGHT CHAIR, WHITE WASH & P/U",20.90,2.86,D-118
5162WW-36*5, $ 255.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),151.80,19.08,D-118
5163-48, $ 79.00 ,,"DINING TABLE, GRAY, MINDY VENEER",79.20,6.30,D-131
5163S, $ 35.00 ,,SIDE CHAIR,20.90,2.70,D-131
5163-48*5, $ 219.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),162.80,17.10,D-131
5165GY-48, $ 89.00 ,,"ROUND DINING TABLE, ACACIA VENEER",77.00,13.80,D-123
5165GYS, $ 35.00 ,,SIDE CHAIR,19.80,2.35,D-123
5165GY-48*5, $ 229.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),156.20,23.20,D-123
5167-96*, $ 309.00 ,,(2) DINING TABLE,242.66,20.80,D-28
5167FS, $ 60.00 ,,SIDE CHAIR,25.08,3.88,D-28
5167-50*, $ 725.00 ,,(2) BUFFET & HUTCH,386.54,70.00,D-28
5167-55, $ 359.12 ,,BUFFET / SERVER,171.60,30.60,D-28
5167-96*5FS, $ 549.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),342.98,36.32,D-28
5167-96*7FS, $ 669.00 ,,7PC SET (TABLE + 6 SIDE CHAIRS),393.14,44.08,D-28
5177-04, $ 125.00 ,,END TABLE,43.43,3.71,T-6
5177-05, $ 155.00 ,,SOFA TABLE,60.72,5.38,T-6
5177-30, $ 155.00 ,,COCKTAIL TABLE,68.68,7.21,T-6
5177-54, $ 259.00 ,,ROUND DINING TABLE,115.72,14.90,D-50
5177-84, $ 309.00 ,,DINING TABLE,144.10,17.40,D-49
5177S, $ 60.00 ,,SIDE CHAIR,19.58,5.32,D-49
5177-54*5, $ 499.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),194.04,36.18,D-50
5177-84*5, $ 549.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),222.42,38.68,D-49
5178-60, $ 135.00 ,,"DINING TABLE, FAUX MARBLE",73.92,4.61,D-148
5178BRS, $ 36.00 ,,"SIDE CHAIR, BROWN",15.18,2.63,D-148
5178-60*5, $ 279.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),134.64,15.13,D-148
5179-90*, $ 279.00 ,,(2) DINING TABLE,191.40,22.40,D-79
5179-S2, $ 55.00 ,,SIDE CHAIR,25.30,3.70,D-79
5179-13, $ 89.00 ,,BENCH,44.00,6.80,D-79
5179-40, $ 329.00 ,,SERVER,182.60,26.10,D-79
5179-90*5S2, $ 499.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),292.60,37.20,D-79
5179-90*6S2, $ 588.00 ,,6PC SET (TABLE + 4 SIDE CHAIRS + 1 BENCH),336.60,44.00,D-79
5235-54*, $ 199.00 ,,(2) DINING TABLE,169.06,14.70,D-116
5235S, $ 49.00 ,,SIDE CHAIR,20.44,3.00,D-116
5235-54*5, $ 395.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),250.82,26.70,D-116
5267RF-96*, $ 309.00 ,,(2) DINING TBL W/SELF STORING LEAF,223.40,22.17,D-27
5267RFA, $ 85.00 ,,"ARM CHAIR, FABRIC",34.10,7.18,D-27
5267RFS, $ 60.00 ,,"SIDE CHAIR, FABRIC",20.90,4.11,D-27
5267RF-50*, $ 725.00 ,,(2) BUFFET & HUTCH,390.06,73.55,D-27
5267RF-96*5, $ 549.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),307.00,38.61,D-27
5267RF-96*7, $ 719.00 ,,7PC SET (TABLE + 2 ARM CHAIRS + 4 SIDE CHAIRS),375.20,52.97,D-27
5275, $ 119.00 ,,5PC PACK DINETTE SET                ,113.30,8.97,D-168
5285-64, $ 125.00 ,,"DINING TABLE, FAUX BLUESTONE MARBLE",102.30,10.80,D-141
5285S, $ 35.00 ,,SIDE CHAIR,17.38,2.97,D-141
5285-13, $ 55.00 ,,"49"" BENCH",34.76,4.43,D-141
5285-64*5, $ 265.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),171.82,22.68,D-141
5285-64*6, $ 320.00 ,,6PC SET (TABLE + 4 SIDE CHAIRS + 1 BENCH),206.58,27.11,D-141
5302A, $ 125.00 ,,"5PC PACK COUNTER HEIGHT SET, OAK",108.29,6.44,D-188
5302A-18, $ 20.00 ,,"18H STOOL, RTA",12.20,0.82,D-188
5302A-24, $ 21.00 ,,"24H STOOL, RTA",14.40,1.15,D-188
5302A-29, $ 22.00 ,,"29H STOOL, RTA",16.60,1.30,D-188
5302BK, $ 125.00 ,,"5PC PACK COUNTER HEIGHT SET, BLK-SAND-THRU",108.29,6.44,D-187
5302BK-18, $ 20.00 ,,"18H STOOL, RTA",12.20,0.82,D-187
5302BK-24, $ 21.00 ,,"24H STOOL, RTA",14.40,1.15,D-187
5302BK-29, $ 22.00 ,,"29H STOOL, RTA",16.60,1.30,D-187
5302C, $ 125.00 ,,"5PC PACK COUNTER HEIGHT SET, DISTRESSED CHERRY",108.29,6.44,D-188
5302C-18, $ 20.00 ,,"18H STOOL, RTA",12.20,0.82,D-188
5302C-24, $ 21.00 ,,"24H STOOL, RTA",15.40,1.15,D-188
5302C-29, $ 22.00 ,,"29H STOOL, RTA",17.60,1.30,D-188
5327-48, $ 117.00 ,,ROUND DINING TABLE,81.77,8.54,D-124
5327S, $ 42.00 ,,SIDE CHAIR,17.68,2.51,D-124
5327-48*5, $ 285.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),152.49,18.58,D-124
5328-45RD*, $ 199.00 ,,(2) ROUND TABLE,89.92,13.04,D-48
5328-96*, $ 359.00 ,,(2) DINING TABLE,199.16,19.29,D-47
5328S, $ 55.00 ,,"SIDE CHAIR, BEIGE FABRIC",36.61,3.63,D-47
5328-40, $ 299.00 ,,SERVER,145.71,30.46,D-47
5328-45RD*5, $ 419.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),236.36,27.56,D-48
5328-96*5, $ 579.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),345.60,33.81,D-47
5328-96*7, $ 689.00 ,,7PC SET (TABLE + 6 SIDE CHAIRS),418.82,41.07,D-47
5400-04, $ 65.00 ,,END TABLE,50.60,4.22,T-12
5400-05, $ 85.00 ,,SOFA TABLE,66.00,4.46,T-12
5400-30, $ 85.00 ,,COCKTAIL TABLE,68.20,6.16,T-12
5400K-1CK*, $ 359.00 ,,(3) CAL KING SLEIGH BED,195.58,29.38,B-95
5400K-1EK*, $ 359.00 ,,(3) EASTERN KING SLEIGH BED,180.95,29.17,B-95
5400-1*, $ 279.00 ,,(3) QUEEN SLEIGH BED,164.56,24.47,B-95
5400-4, $ 109.00 ,,NIGHT STAND,72.49,11.93,B-95
5400-5, $ 259.00 ,,DRESSER,188.98,35.06,B-95
5400-6, $ 52.00 ,,MIRROR,41.80,4.82,B-95
5400-9, $ 219.00 ,,CHEST,146.63,27.97,B-95
5400-1*4, $ 699.00 ,,4PC SET (QB+NS+DR+MR),467.83,76.28,B-95
5400-1*5, $ 808.00 ,,5PC SET (QB+2NS+DR+MR),540.32,88.21,B-95
5400-1*9, $ 918.00 ,,5PC SET (QB+NS+DR+MR+CH),614.46,104.25,B-95
5400-36XL*, $ 299.00 ,,(2) COUNTER HEIGHT TABLE W/STORAGE & EXTENSION,219.56,24.91,D-78
5400-24, $ 45.00 ,,COUNTER HEIGHT CHAIR,18.92,3.00,D-78
5400-24SW, $ 65.00 ,,SWIVEL COUNTER HEIGHT CHAIR,25.19,2.62,D-78
5400-24BH, $ 75.00 ,,"COUNTER HEIGHT BENCH, WOOD SEAT",61.60,4.63,D-78
5400-94*, $ 299.00 ,,(2) DINING TABLE,220.00,20.30,D-77
5400A, $ 49.00 ,,ARM CHAIR,23.10,2.92,D-77
5400S, $ 45.00 ,,SIDE CHAIR,19.80,2.92,D-77
5400-13, $ 79.00 ,,"66"" BENCH",46.20,4.29,D-77
5400-07, $ 349.00 ,,KITCHEN CHART W/ CASTERS,224.40,36.30,D-77
5400-50*, $ 569.00 ,,(2) BUFFET & HUTCH,354.20,73.30,D-77
5400-55, $ 319.12 ,,BUFFET / SERVER,198.00,33.90,D-77
5400-36XL*5, $ 479.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),295.24,36.91,D-78
5400-36XL*5SW, $ 559.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS) (SWIVEL),320.32,35.39,D-78
5400-94*5, $ 479.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),299.20,31.98,D-77
5400-94*6, $ 558.00 ,,6PC SET (TABLE + 4 SIDE CHAIRS + 1 BENCH),345.40,36.27,D-77
5400-94*7, $ 577.00 ,,7PC SET (TABLE + 2 ARM + 4 SIDE CHAIRS),345.40,37.82,D-77
5409-78, $ 219.00 ,,DINING TABLE,129.80,12.00,D-113
5409S, $ 70.00 ,,SIDE CHAIR,22.00,4.27,D-113
5409RF-40, $ 339.00 ,,SERVER,185.00,26.09,D-113
5409-78*5, $ 499.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),217.80,29.08,D-113
54150RF-68T, $ 379.00 ,,"68"" TV STAND",191.40,27.96,H-5
54150RF-S*, $ 260.00 ,,SIDE PIER,138.60,12.55,H-5
54150RF*3, $ 899.00 ,,3PC SET (TV STAND + 2 SIDE PIERS),468.60,53.06,H-5
5415RFK-1CK*, $ 329.00 ,,"(3) CAL KING BED, DARK BROWN FABRIC HEADBOARD",136.80,14.64,B-66
5415RFK-1EK*, $ 329.00 ,,"(3) EASTERN KING BED, DARK BROWN FABRIC HEADBOARD",125.92,14.36,B-66
5415RF-1*, $ 239.00 ,,"(3) QUEEN BED, DARK BROWN FABRIC HEADBOARD",116.02,12.07,B-66
5415RF-4, $ 129.00 ,,NIGHT STAND,67.58,9.98,B-66
5415RF-5, $ 309.00 ,,DRESSER,154.31,31.45,B-66
5415RF-6, $ 73.00 ,,MIRROR,47.08,4.61,B-66
5415RF-9, $ 249.00 ,,CHEST,133.10,26.22,B-66
5415RF-1*4, $ 750.00 ,,4PC SET (QB+NS+DR+MR),384.99,58.11,B-66
5415RF-1*5, $ 879.00 ,,5PC SET (QB+2NS+DR+MR),452.57,68.09,B-66
5415RF-1*9, $ 999.00 ,,5PC SET (QB+NS+DR+MR+CH),518.09,84.33,B-66
5415RF-15*, $ 289.00 ,,(3) WRITING DESK WITH TWO CABINETS,91.00,28.83,H-6
5415RF-16*, $ 160.00 ,,(2) RETURN DESK WITH ONE REVERSIBLE CABINET,50.00,14.12,H-6
5415RF-17*, $ 299.00 ,,(2) BOOKCASE,78.00,17.27,H-6
5415RF-18, $ 165.00 ,,FILE CABINET,84.88,13.57,H-6
5415RF-04, $ 119.00 ,,END TABLE WITH FUNCTIONAL DRAWER,69.30,6.74,T-15
5415RF-30, $ 199.00 ,,COCKTAIL TABLE WITH TWO FUNCTIONAL DRAWERS,129.80,17.87,T-15
5415RF-78*, $ 269.00 ,,"(2) DINING TABLE, SELF-STORING LEAF",180.40,15.92,D-111
5415RFS, $ 45.00 ,,"SIDE CHAIR, CHOC FABRIC",20.90,3.15,D-111
5415RF-13, $ 99.00 ,,"58"" BENCH",66.00,4.82,D-111
5415RF-40, $ 349.00 ,,SERVER,242.00,30.38,D-111
5415RF-78*5, $ 449.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),264.00,28.52,D-111
5415RF-78*6, $ 548.00 ,,6PC SET (TABLE + 4 SIDE CHAIRS + 1 BENCH),330.00,33.34,D-111
5424K-1CK*, $ 379.00 ,,(3) CAL KING BED,83.60,14.43,B-65
5424K-1EK*, $ 379.00 ,,(3) EASTERN KING BED,83.60,14.43,B-65
5424-1*, $ 279.00 ,,(3) QUEEN BED,69.30,11.74,B-65
5424-4, $ 169.00 ,,"NIGHT STAND, GLASS, LED, POWER STRIP",85.80,12.73,B-65
5424-5, $ 289.00 ,,"DRESSER, GLASS INSERT",223.30,36.49,B-65
5424-6, $ 62.00 ,,MIRROR,50.60,4.89,B-65
5424-9, $ 280.00 ,,CHEST,188.10,31.70,B-65
5424-1*4, $ 799.00 ,,4PC SET (QB+NS+DR+MR),429.00,65.85,B-65
5424-1*5, $ 968.00 ,,5PC SET (QB+2NS+DR+MR),514.80,78.57,B-65
5424-1*9," $ 1,079.00 ",,5PC SET (QB+NS+DR+MR+CH),617.10,97.55,B-65
5424-78*, $ 269.00 ,,(2) DINING TABLE,180.00,23.72,D-39
5424A, $ 59.00 ,,ARM CHAIR,27.00,5.90,D-39
5424S, $ 50.00 ,,SIDE CHAIR,24.00,4.80,D-39
5424-13, $ 69.00 ,,BENCH,36.00,3.93,D-39
5424-40, $ 349.00 ,,"SERVER, GLASS INSERT",150.00,25.38,D-39
5424-78*5, $ 469.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),276.00,42.92,D-39
5424-78*7, $ 587.00 ,,7PC SET (TABLE + 2 ARM CHAIRS + 4 SIDE CHAIRS),330.00,54.72,D-39
5425-36, $ 179.00 ,,COUNTER HEIGHT TABLE,134.20,13.50,D-34
5425-24, $ 55.00 ,,COUNTER HEIGHT CHAIR,22.00,3.60,D-34
5425-36*5, $ 399.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT CHAIRS),222.20,27.90,D-34
5425-90, $ 199.00 ,,DINING TABLE,160.60,14.80,D-33
5425S, $ 50.00 ,,SIDE CHAIR,19.80,3.29,D-33
5425-40, $ 299.00 ,,SERVER,176.00,27.60,D-33
5425-90*5, $ 399.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),239.80,27.96,D-33
5428-04, $ 119.00 ,,"END TABLE, ZINC TOP",44.48,5.06,T-13
5428-05, $ 179.00 ,,"SOFA TABLE, ZINC TOP",77.44,7.35,T-13
5428-30, $ 179.00 ,,"COCKTAIL TABLE, ZINC TOP",82.32,9.46,T-13
5428-45RD*, $ 219.00 ,,"(2) ROUND DINING TABLE, ZINC TOP",93.06,12.40,D-46
5428-84*, $ 339.00 ,,"(2) DINING TABLE, ZINC TOP",211.55,15.30,D-45
5428-S1, $ 60.00 ,,SIDE CHAIR,21.56,3.00,D-45
5428-S2, $ 65.00 ,,SIDE WING CHAIR,20.55,5.86,D-45
5428-S3, $ 75.00 ,,CURVED ARM CHAIR,25.65,6.38,D-45
5428-40, $ 339.00 ,,SERVER,149.60,30.40,D-45
5428-45RD*5S1, $ 459.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),179.30,24.40,D-46
5428-45RD*5S2, $ 479.00 ,,5PC SET (TABLE + 4 SIDE WING CHAIR),175.25,35.84,D-46
5428-45RD*5S3, $ 519.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),195.67,37.92,D-46
5428-84*5S1, $ 579.00 ,,5PC SET (TABLE + 4 CURVED ARM CHAIR),297.79,27.30,D-45
5428-84*5S2, $ 599.00 ,,5PC SET (TABLE + 4 SIDE WING CHAIR),293.74,38.74,D-45
5428-84*5S3, $ 639.00 ,,5PC SET (TABLE + 4 CURVED ARM CHAIR),314.16,40.82,D-45
5429-36, $ 129.00 ,,COUNTER HEIGHT TABLE W/ WINE RACK,68.42,8.60,D-162
5429-36RD, $ 119.00 ,,"ROUND COUNTER HEIGHT TABLE, ADJUSTABLE HEIGHT",45.32,6.50,D-161
5429-24, $ 49.00 ,,COUNTER HEIGHT CHAIR,23.94,3.50,D-161
5429-24ST, $ 39.00 ,,COUNTER HEIGHT STOOL,18.87,3.05,D-161
5429-36*5, $ 325.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT CHAIR),164.18,22.60,D-162
5429-36*5ST, $ 285.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT STOOLS),143.88,20.80,D-162
5429-36RD*5, $ 315.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT CHAIR),141.08,20.50,D-161
5429-36RD*5ST, $ 275.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT STOOLS),120.78,18.70,D-161
5431-36, $ 233.00 ,,COUNTER HEIGHT TABLE,145.20,11.65,D-62
5431-24, $ 49.00 ,,COUNTER HEIGHT CHAIR,12.10,2.91,D-62
5431-24BH, $ 119.00 ,,"60"" COUNTER HEIGHT BENCH",57.20,6.50,D-62
5431-77*, $ 269.00 ,,"(2) DINING TABLE, SELF-STORING LEAF",165.00,16.04,D-61
5431S, $ 45.00 ,,SIDE CHAIR,22.00,2.65,D-61
5431-14, $ 95.00 ,,"60"" BENCH",41.80,5.72,D-61
5431-40, $ 319.00 ,,SERVER,187.00,22.53,D-61
5431-36*5, $ 429.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT CHAIRS),193.60,23.29,D-62
5431-36*6, $ 548.00 ,,6PC SET (TBL + 4 CNTR HGHT CHAIRS + 1 CNTR HGHT BENCH),250.80,29.79,D-62
5431-77*5, $ 449.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),253.00,26.64,D-61
5431-77*6, $ 544.00 ,,6PC SET (TABLE + 4 SIDE CHAIRS + 1 BENCH),294.80,32.36,D-61
5435-36*, $ 279.00 ,,(2) COUNTER HEIGHT TABLE,169.40,14.40,D-112
5435-24, $ 55.00 ,,COUNTER HEIGHT CHAIR,23.10,2.90,D-112
5435-24SW, $ 65.00 ,,SWIVEL COUNTER HEIGHT CHAIR,27.50,2.90,D-112
5435-36*5, $ 499.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT CHAIR),261.80,26.00,D-112
5435-36*5SW, $ 539.00 ,,5PC SET (TABLE + 4 SWIVEL COUNTER HEIGHT CHAIR),279.40,26.00,D-112
5438-04, $ 99.00 ,,END TABLE,48.40,4.95,T-40
5438-05, $ 119.00 ,,SOFA TABLE,58.52,6.84,T-40
5438-30, $ 119.00 ,,COCKTAIL TABLE,67.32,5.82,T-40
5438K-1CK*, $ 399.00 ,,(3) CAL KING PLATFORM BED W/ FOOTBOARD STORAGE,303.60,42.00,B-93
5438K-1EK*, $ 399.00 ,,(3) EASTERN KING PLATFORM BED W/ FOOTBOARD STORAGE,294.80,41.86,B-93
5438-1*, $ 299.00 ,,(3) QUEEN PLATFORM BED  W/ FOOTBOARD STORAGE,258.50,34.77,B-93
5438-4, $ 119.00 ,,NIGHT STAND,68.20,11.12,B-93
5438-5, $ 239.00 ,,DRESSER,182.60,32.68,B-93
5438-6, $ 42.00 ,,MIRROR,39.60,5.03,B-93
5438-9, $ 199.00 ,,CHEST,138.60,27.99,B-93
5438-1*4, $ 699.00 ,,4PC SET (QB+NS+DR+MR),548.90,83.59,B-93
5438-1*5, $ 818.00 ,,5PC SET (QB+2NS+DR+MR),617.10,94.71,B-93
5438-1*9, $ 898.00 ,,5PC SET (QB+NS+DR+MR+CH),687.50,111.58,B-93
5438-96*, $ 299.00 ,,(2) DINING TABLE,210.76,20.30,D-20
5438S, $ 59.00 ,,SIDE CHAIR,19.80,2.85,D-20
5438-14A, $ 159.00 ,,"60"" BENCH W/ CURVED ARMS",78.76,8.46,D-20
5438-40, $ 399.00 ,,SERVER,179.90,37.00,D-20
5438-96*5, $ 535.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),289.96,31.70,D-20
5438-96*6, $ 694.00 ,,6PC SET (TABLE + 4 SIDE CHAIRS + 1 BENCH),368.72,40.16,D-20
5447-36*, $ 199.00 ,,(2) COUNTER HEIGHT TABLE,118.80,9.22,D-64
5447-36XL*, $ 269.00 ,,"(2) COUNTER HEIGHT TABLE, STORAGE BASE",167.20,15.40,D-63
5447-24FAS, $ 72.00 ,,SWIVEL COUNTER HEIGHT CHAIR,39.60,4.54,D-63
5447-24S, $ 72.00 ,,SWIVEL COUNTER HEIGHT CHAIR,39.60,4.54,D-63
5447-29FAS, $ 75.00 ,,SWIVEL PUB HEIGHT CHAIR,40.70,4.75,D-63
5447-29S, $ 75.00 ,,SWIVEL PUB HEIGHT CHAIR,40.70,4.75,D-63
5447-40, $ 315.00 ,,SERVER,178.20,28.00,D-63
5447-36*5, $ 487.00 ,,5PC SET (TABLE + 4 SWIVEL CTNR HEIGHT CHAIRS),277.20,27.38,D-64
5447-36XL*5, $ 557.00 ,,5PC SET (TABLE + 4 SWIVEL CTNR HEIGHT CHAIRS),325.60,33.56,D-63
5460-36, $ 73.00 ,,SQ COUNTER HEIGHT TABLE,70.40,4.10,D-127
5460-24, $ 29.00 ,,COUNTER HEIGHT CHAIR,13.20,1.61,D-127
5460-36*5, $ 189.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT CHAIR),123.20,10.54,D-127
5466-04, $ 75.00 ,,"END TABLE, MARBLE TOP",46.64,2.71,T-9
5466-30, $ 85.00 ,,"COCKTAIL TABLE, MARBLE TOP",102.52,6.28,T-9
5466-62, $ 189.00 ,,"DINING TABLE, MARBLE TOP",162.00,8.95,D-138
5466S, $ 40.00 ,,SIDE CHAIR,18.70,2.87,D-138
5466-13, $ 65.00 ,,"49"" BENCH",34.76,4.42,D-138
5466-62*5, $ 349.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),236.80,20.43,D-138
5466-62*6, $ 414.00 ,,6PC SET (TABLE + 4 SIDE CHAIRS + 1 BENCH),271.56,24.85,D-138
5470-72, $ 199.00 ,,"DINING TABLE, FAUX MARBLE",161.70,11.85,D-142
5470S, $ 45.00 ,,SIDE CHAIR,16.28,2.97,D-142
5470-13, $ 65.00 ,,"49"" BENCH",34.76,4.41,D-142
5470-72*5, $ 379.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),226.82,23.73,D-142
5470-72*6, $ 444.00 ,,6PC SET (TABLE + 4 SIDE CHAIRS + 1 BENCH),261.58,28.14,D-142
5473-103*, $ 279.00 ,,(2) DINING TABLE,239.80,22.20,D-31
5473-54*, $ 179.00 ,,"(2) ROUND TABLE, BIRCH VENEER",99.00,12.91,D-32
5473A, $ 65.00 ,,ARM CHAIR,33.00,3.35,D-31
5473S, $ 55.00 ,,SIDE CHAIR,30.80,3.35,D-31
5473-40, $ 299.00 ,,SERVER,167.20,26.88,D-32
5473-50*, $ 649.00 ,,(2) BUFFET & HUTCH,358.60,72.10,D-31
5473-103*5, $ 499.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),363.00,35.60,D-31
5473-103*7, $ 629.00 ,,7PC SET (TABLE + 2 ARM + 4 SIDE CHAIRS),429.00,42.30,D-31
5473-54*5, $ 399.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),222.20,26.31,D-32
5477N-96, $ 249.00 ,,"DINING TBL, MIRRORED APRON",168.74,15.40,D-24
5477NA, $ 75.00 ,,ARM CHAIR,26.51,3.96,D-24
5477NS, $ 69.00 ,,SIDE CHAIR,23.98,3.96,D-24
5477N-40, $ 349.00 ,,"SERVER, MIRRORED",160.16,24.88,D-24
5477N-96*5, $ 525.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),264.66,31.24,D-24
5477N-96*7, $ 675.00 ,,7PC SET (TABLE + 2 ARM + 4 SIDE CHAIRS),317.68,39.16,D-24
5478-72*, $ 339.00 ,,"(2) DINING TABLE, SOLID WOOD TOP, LIVE EDGE",213.40,10.40,D-95
